ApplicationDate,Age,AnnualIncome,CreditScore,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,EmploymentStatus,EducationLevel,Experience,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-02-23,37.0,300000.0,850.0,54762.0,120.0,Single,1.0,Rent,347.0,0.5080060409223524,2.0,0.0,0.1242470245588925,0.0,Debt Consolidation,0.0,22.0,27.0,2759.0,193.0,452874.0,3865.0,25000.0,0.8301292138713906,6.0,Employed,Master,15.0,449009.0,0.194762,0.2197683908641522,1131.0500035165087,0.0591220001406603,1.0,22.536955579677723
1990-05-10,54.0,300000.0,850.0,20416.0,96.0,Married,0.0,Mortgage,235.0,0.0240354073943053,6.0,0.0,0.5620122199810981,1.0,Auto,0.0,24.0,28.0,4749.0,298.0,41056.0,123811.0,25000.0,0.6949716511958041,6.0,Employed,High School,29.0,8412.0,0.1404159999999999,0.1132249116791524,324.2651428571029,0.0223706057142841,1.0,41.03332710779963
2003-07-15,28.0,59245.0,455.0,11126.0,60.0,Married,1.0,Rent,337.0,0.1224051346839366,3.0,0.0,0.0792159233149957,0.0,Education,0.0,22.0,13.0,3631.0,3429.0,61703.0,10916.0,4937.083333333333,0.6554933050506117,4.0,Employed,Bachelor,5.0,50787.0,0.298626,0.3363247960086536,385.1769902208624,0.1462760381914144,0.0,59.78446817057598
1988-11-17,21.0,300000.0,850.0,9534.0,48.0,Married,5.0,Rent,156.0,0.4605002842880458,4.0,0.0,0.3570895658349295,0.0,Education,0.0,31.0,6.0,6049.0,207.0,348704.0,9449.0,25000.0,0.8040880763262873,3.0,Employed,Associate,2.0,339255.0,0.089534,0.0889883971326539,236.7962988304573,0.0157118519532182,1.0,30.970818042902344
2006-09-17,63.0,85627.0,850.0,88169.0,12.0,Married,2.0,Rent,46.0,0.183511150261899,4.0,0.0,0.0938666469362881,0.0,Education,0.0,24.0,1.0,1240.0,3675.0,5716.0,835.0,7135.583333333333,0.7614060530259281,4.0,Employed,High School,38.0,4881.0,0.138169,0.1297236660414551,7873.871850546145,1.1099123197887786,0.0,44.965157560946594
1993-03-08,42.0,300000.0,850.0,7469.0,36.0,Married,4.0,Rent,485.0,0.1310766344492151,4.0,0.0,0.1004842418764304,0.0,Debt Consolidation,0.0,24.0,21.0,250.0,574.0,14944.0,165610.0,25000.0,0.8260509313810382,3.0,Unemployed,High School,17.0,10629.0,0.077469,0.0690657815286822,230.30214004223265,0.0286120856016893,1.0,27.307142695545
1994-06-13,45.0,300000.0,651.0,15699.0,48.0,Married,0.0,Rent,964.0,0.2550947482379159,4.0,0.0,0.0288275625392357,0.0,Auto,0.0,18.0,1.0,911.0,7617.0,8528.0,20036.0,25000.0,0.827296924055637,4.0,Employed,Associate,21.0,3470.0,0.195199,0.2342388,506.8289546587608,0.0588331581863504,1.0,42.033941957706645
1996-08-13,53.0,82320.0,850.0,37511.0,48.0,Divorced,0.0,Own,1235.0,0.1538617807368924,4.0,1.0,0.3004442593334644,0.0,Other,0.0,18.0,15.0,284.0,3277.0,394561.0,59253.0,6860.0,0.6834179322427378,4.0,Employed,Bachelor,32.0,335308.0,0.117511,0.1027229220238285,956.288561211255,0.3194298194185503,1.0,29.19686184038057
1988-05-27,37.0,98087.0,850.0,66458.0,84.0,Married,0.0,Mortgage,293.0,0.6020220287731008,6.0,2.0,0.2031123191475991,0.0,Education,0.0,23.0,23.0,4711.0,8446.0,13157.0,17835.0,8173.916666666667,0.9159577011596468,3.0,Employed,High School,18.0,10617.0,0.176458,0.1713758794714146,1363.4122433053603,0.2026460888768575,1.0,33.10554311658241
2015-11-07,39.0,220924.0,574.0,35992.0,36.0,Married,4.0,Own,220.0,0.1055401761068077,2.0,0.0,0.1577133728551962,0.0,Other,0.0,19.0,21.0,1169.0,695.0,64916.0,17091.0,18410.33333333333,0.8579098754325123,3.0,Employed,High School,18.0,47825.0,0.243992,0.209162833713088,1354.4544606258503,0.0855201495876872,1.0,39.17897963083282
1994-09-27,70.0,300000.0,850.0,14848.0,12.0,Single,1.0,Mortgage,1474.0,0.4204438724664595,2.0,1.0,0.4930006599513351,0.0,Debt Consolidation,0.0,26.0,29.0,6368.0,131.0,270085.0,17576.0,25000.0,0.8538814058862698,4.0,Employed,Bachelor,47.0,252509.0,0.064848,0.0733829581783067,1287.065897525315,0.1104426359010126,1.0,29.60639818127129
2003-12-22,43.0,16408.0,454.0,30961.0,36.0,Married,1.0,Other,623.0,0.3753845751113434,3.0,2.0,0.1882570997601902,0.0,Auto,1.0,18.0,23.0,3010.0,6077.0,213449.0,103373.0,1367.3333333333333,0.673965700209347,4.0,Employed,High School,19.0,110076.0,0.298961,0.2970752371704921,1309.388386142164,1.4132533296992913,0.0,63.41389703692829
1992-11-28,20.0,300000.0,792.0,35183.0,48.0,Married,2.0,Mortgage,245.0,0.242291057834719,1.0,1.0,0.1617513870453914,0.0,Auto,0.0,28.0,3.0,6545.0,703.0,81916.0,12493.0,25000.0,0.8797821964711959,4.0,Employed,Bachelor,0.0,69423.0,0.144183,0.132017830755656,947.3991759865902,0.0476959670394636,1.0,30.030314273865468
1984-08-31,33.0,237017.0,,,60.0,Widowed,6.0,Mortgage,,0.1188423759367609,3.0,0.0,0.1319354258226263,,,1.0,23.0,17.0,4675.0,,,2099.0,19751.416666666668,0.7665252473627154,10.0,Employed,High School,15.0,,,0.0907397384930255,155.1460893478341,0.0216260988544028,1.0,29.718766033825784
2008-11-02,59.0,265282.0,850.0,29757.0,48.0,Married,1.0,Rent,843.0,0.1476706255420384,2.0,1.0,0.2587865295825912,0.0,Education,0.0,23.0,21.0,292.0,1459.0,20083.0,8812.0,22106.83333333333,0.8974554983279377,6.0,Employed,Associate,38.0,11271.0,0.109757,0.1317083999999999,800.8312665334721,0.0743585135757483,1.0,28.519720518856587
1986-04-09,53.0,32194.0,478.0,17904.0,48.0,Married,1.0,Mortgage,296.0,0.223678441900044,3.0,0.0,0.0817538059893222,0.0,Auto,0.0,18.0,4.0,720.0,1514.0,57460.0,58269.0,2682.833333333333,0.729185085299172,3.0,Self-Employed,Associate,32.0,3926.0,0.283904,0.2856063807238295,629.7497538050621,0.345064205928457,0.0,73.16566693559672
2010-12-16,54.0,15000.0,336.0,47478.0,36.0,Single,0.0,Rent,869.0,0.1268305747315831,2.0,1.0,0.112491324915515,0.0,Debt Consolidation,0.0,23.0,11.0,2669.0,969.0,128796.0,45644.0,1250.0,0.8823102387599411,3.0,Employed,High School,34.0,83152.0,0.374478,0.3029601017622331,2023.2213063649056,2.313777045091925,0.0,62.37433266129746
2003-08-13,35.0,98956.0,703.0,28262.0,48.0,Divorced,0.0,Other,184.0,0.1462283930999733,5.0,2.0,0.3733716154890341,0.0,Debt Consolidation,0.0,27.0,23.0,4824.0,1898.0,6722.0,2295.0,8246.333333333334,0.5124940140228549,4.0,Employed,Associate,15.0,4427.0,0.181762,0.2048308264110069,867.3138435943838,0.1274886426607037,0.0,48.57451901023133
2002-04-27,45.0,81658.0,520.0,28899.0,60.0,Divorced,0.0,Mortgage,202.0,0.6825865450590035,2.0,1.0,0.3861834682824154,0.0,Education,0.0,21.0,16.0,1780.0,300.0,33624.0,9538.0,6804.833333333333,0.9331051578505796,6.0,Employed,Bachelor,23.0,24086.0,0.283899,0.2653991564710163,874.5108453133572,0.1581979737902016,0.0,70.13149064759409
2015-12-10,27.0,145884.0,626.0,42654.0,60.0,Married,1.0,Mortgage,231.0,0.557831353503661,3.0,0.0,0.0678465072161886,0.0,Auto,0.0,23.0,23.0,1212.0,570.0,587248.0,22281.0,12157.0,0.5339410031275883,2.0,Employed,High School,3.0,564967.0,0.2446539999999999,0.2396069003929713,1226.0957707676205,0.1198565246991544,1.0,27.34007115653569
2011-05-03,35.0,15000.0,300.0,25413.0,72.0,Married,1.0,Rent,242.0,0.3391734267068108,4.0,0.0,0.1811315762684753,0.0,Debt Consolidation,0.0,28.0,28.0,2539.0,1937.0,5884.0,12210.0,1250.0,0.8966506184705926,8.0,Employed,High School,10.0,7987.0,0.400413,0.3282346585940396,811.372352145048,0.8426978817160383,0.0,67.45415231481284
1981-08-28,19.0,15000.0,377.0,11902.0,48.0,Divorced,2.0,Own,254.0,0.0690565037344722,1.0,1.0,0.1689701845035646,0.0,Debt Consolidation,0.0,22.0,28.0,5181.0,1441.0,48185.0,40352.0,1250.0,0.7824308332733506,2.0,Employed,Bachelor,0.0,7833.0,0.3284019999999999,0.3446420286857673,459.9901166981092,0.5711920933584874,0.0,65.783744747836
1983-05-18,37.0,300000.0,,,60.0,Married,3.0,Rent,,0.3200431126562139,0.0,3.0,0.2721568718768824,,,0.0,25.0,24.0,388.0,,,27328.0,25000.0,0.7598677375032918,2.0,Self-Employed,Master,12.0,,,0.2945946820338109,1948.2929626008568,0.0825717185040342,1.0,42.57165368406842
2011-04-28,21.0,35670.0,532.0,38525.0,12.0,Single,2.0,Mortgage,163.0,0.1146931857896931,5.0,1.0,0.1041953088093217,0.0,Home,1.0,26.0,13.0,872.0,3252.0,18334.0,764650.0,2972.5,0.864592224905821,5.0,Employed,Bachelor,0.0,5058.0,0.247525,0.261130745100205,3682.4186543243577,1.293664812220137,0.0,66.6795593373704
1986-01-26,55.0,15000.0,667.0,23261.0,12.0,Widowed,2.0,Mortgage,172.0,0.3011632183831492,1.0,1.0,0.2135673137391088,0.0,Auto,0.0,21.0,27.0,4267.0,2837.0,25013.0,80762.0,1250.0,0.9299429834174832,7.0,Employed,Associate,34.0,3242.0,0.164761,0.1778564065304008,2130.196027985324,1.841756822388259,0.0,64.47084820179201
1984-06-07,28.0,15000.0,500.0,19669.0,60.0,Married,2.0,Rent,684.0,0.2103652550004332,5.0,1.0,0.4869569446850992,0.0,Debt Consolidation,0.0,25.0,15.0,957.0,671.0,81322.0,7796.0,1250.0,0.8477017387631752,4.0,Unemployed,Associate,5.0,73526.0,0.284669,0.244082497669992,570.5075552922789,1.0036060442338233,0.0,77.97037780355846
2009-04-28,24.0,66696.0,530.0,82539.0,120.0,Married,1.0,Rent,1074.0,0.5439152070856359,0.0,2.0,0.3351489845832435,0.0,Home,0.0,33.0,20.0,2273.0,641.0,11688.0,26451.0,5558.0,0.9207625882417048,6.0,Employed,Associate,0.0,6821.0,0.3825389999999999,0.3590272978485006,2543.449871120392,0.6508546007773285,0.0,67.83051256261955
2005-04-06,39.0,152742.0,598.0,12276.0,60.0,Single,0.0,Rent,617.0,0.4896172842723371,3.0,1.0,0.1834566920128262,0.0,Home,0.0,21.0,11.0,2970.0,628.0,44808.0,16705.0,12728.5,0.7515733252135745,5.0,Employed,High School,19.0,28103.0,0.228276,0.2245453754863414,342.22991891623894,0.0753607981235997,1.0,41.403049691240255
1980-01-24,41.0,64509.0,828.0,13170.0,48.0,Single,3.0,Rent,151.0,0.5774672796844573,3.0,0.0,0.1866268541646819,0.0,Debt Consolidation,0.0,22.0,3.0,2130.0,1922.0,214661.0,832859.0,5375.75,0.6452976704645543,2.0,Employed,High School,20.0,4417.0,0.10417,0.1006030990777009,334.4068020923928,0.0902956428577208,1.0,35.80368613435531
1992-01-21,57.0,78880.0,712.0,24561.0,84.0,Married,3.0,Mortgage,298.0,0.3142320652858483,5.0,0.0,0.1778459784462322,0.0,Education,0.0,26.0,12.0,3136.0,2092.0,70644.0,44135.0,6573.333333333333,0.9664947598761366,5.0,Employed,Bachelor,36.0,26509.0,0.203561,0.1960562801177749,539.5891592406883,0.1274222858885428,0.0,50.2696815619066
2000-01-22,49.0,229857.0,791.0,12163.0,48.0,Single,3.0,Mortgage,359.0,0.2010003249856185,2.0,1.0,0.1635911581830158,0.0,Auto,0.0,20.0,5.0,1130.0,197.0,12985.0,41973.0,19154.75,0.8932399880837506,4.0,Employed,High School,27.0,1317.0,0.121663,0.1182249084175447,319.2393940898017,0.0354084179689007,1.0,28.8830017995713
1992-10-01,44.0,117660.0,850.0,6771.0,36.0,Married,1.0,Own,534.0,0.1611162067266796,4.0,0.0,0.3155882029391352,0.0,Education,0.0,14.0,26.0,3231.0,567.0,8691.0,4723.0,9805.0,0.6830579820656066,5.0,Self-Employed,Associate,17.0,3968.0,0.076771,0.0614168,206.4218855439732,0.0755147257056576,1.0,34.10649454317008
2005-07-04,53.0,161088.0,850.0,8746.0,48.0,Divorced,4.0,Rent,728.0,0.3237692669128247,6.0,0.0,0.2881313129582726,0.0,Home,0.0,19.0,26.0,10616.0,695.0,73157.0,18890.0,13424.0,0.7288956958276341,4.0,Employed,Bachelor,30.0,54267.0,0.0887459999999999,0.0867450009140075,216.2953248024366,0.0703438114423746,1.0,29.93209816001487
1979-11-12,42.0,133783.0,850.0,4187.0,48.0,Married,6.0,Mortgage,210.0,0.0248995051266892,1.0,0.0,0.1188023076898156,0.0,Home,0.0,26.0,14.0,15720.0,143.0,43056.0,160156.0,11148.583333333334,0.909720344004215,5.0,Employed,High School,18.0,8073.0,0.084187,0.0919559758318829,104.582980112583,0.0282173053478468,1.0,29.483619716310184
1995-08-15,44.0,300000.0,850.0,5716.0,48.0,Single,0.0,Mortgage,1833.0,0.2055890512566857,3.0,1.0,0.2966976391390676,0.0,Home,0.0,28.0,11.0,3041.0,7920.0,10961.0,38109.0,25000.0,0.5019126095012418,9.0,Employed,Bachelor,20.0,1322.0,0.085716,0.094563982157171,143.48486186149816,0.0790593944744599,1.0,28.38311167526969
2016-02-10,46.0,57034.0,598.0,19493.0,24.0,Married,1.0,Rent,218.0,0.5451395313917252,0.0,4.0,0.1934184056395281,0.0,Auto,0.0,13.0,2.0,7076.0,2486.0,225875.0,5918.0,4752.833333333333,0.8877627511833164,3.0,Employed,Associate,23.0,219957.0,0.205493,0.2245696630676992,1015.6651063931628,0.2595641420331373,1.0,46.93105953707158
2011-11-20,39.0,15000.0,300.0,33384.0,108.0,Married,3.0,Mortgage,1342.0,0.2872602647893682,5.0,1.0,0.0321557376417156,0.0,Other,1.0,16.0,28.0,1264.0,384.0,47677.0,1802.0,1250.0,0.8928102931316476,4.0,Self-Employed,Doctorate,15.0,45875.0,0.438384,0.3983453616257503,1141.760253371754,1.9870082026974032,0.0,77.45643599367217
1982-08-21,55.0,300000.0,850.0,40923.0,60.0,Married,4.0,Mortgage,151.0,0.7450972421277402,4.0,2.0,0.0872979523710376,0.0,Home,0.0,26.0,19.0,132.0,864.0,130599.0,31741.0,25000.0,0.7674992807486376,6.0,Employed,High School,32.0,98858.0,0.130923,0.1155578533639681,901.1499713291776,0.0420859988531671,1.0,31.201153537794006
2017-04-27,42.0,235080.0,850.0,18054.0,12.0,Married,3.0,Own,420.0,0.3879485743514632,2.0,3.0,0.0704612362091315,0.0,Debt Consolidation,0.0,27.0,16.0,5416.0,1397.0,6813.0,3618.0,19590.0,0.8135349692388114,2.0,Employed,High School,14.0,3195.0,0.068054,0.0775738988492041,1568.464623940367,0.1015040645196716,1.0,29.814204999739395
1993-01-22,55.0,300000.0,850.0,9373.0,60.0,Married,1.0,Mortgage,2162.0,0.6205414656420205,1.0,0.0,0.3451715984678173,0.0,Auto,0.0,21.0,3.0,1171.0,1833.0,201541.0,11736.0,25000.0,0.7287457443751343,5.0,Employed,Bachelor,32.0,189805.0,0.099373,0.0983616138468667,198.3937848276428,0.0944157513931057,1.0,33.663914311088895
2002-03-28,62.0,15000.0,443.0,13827.0,48.0,Single,0.0,Mortgage,74.0,0.4304108833564002,1.0,0.0,0.1213349898454645,0.0,Debt Consolidation,0.0,22.0,16.0,1655.0,192.0,16242.0,112144.0,1250.0,0.739025047929885,3.0,Employed,Associate,39.0,10396.0,0.2973269999999999,0.2378615999999999,449.1525345953475,0.418522027676278,0.0,69.80217296185084
2017-09-11,36.0,300000.0,850.0,50661.0,60.0,Single,0.0,Rent,425.0,0.1148077556898405,2.0,1.0,0.1558532590067153,0.0,Debt Consolidation,0.0,26.0,7.0,30021.0,2332.0,32353.0,68465.0,25000.0,0.9025581448929404,7.0,Employed,Bachelor,16.0,9391.0,0.1406609999999999,0.1128549157869448,1108.719578671751,0.06134878314687,1.0,26.50880871825897
2012-06-06,42.0,300000.0,850.0,34382.0,36.0,Married,0.0,Rent,311.0,0.4022123365122376,2.0,0.0,0.4633025670543543,0.0,Home,0.0,30.0,9.0,28140.0,1062.0,59644.0,80831.0,25000.0,0.5418723143679095,3.0,Employed,Associate,21.0,6990.0,0.104382,0.1076238849848468,1121.7577117299477,0.0573103084691979,1.0,32.33792335055564
1989-02-21,70.0,18999.0,795.0,56202.0,36.0,Married,0.0,Mortgage,436.0,0.5353403631187676,0.0,1.0,0.4677012891265816,0.0,Home,0.0,22.0,17.0,9575.0,88.0,91413.0,80465.0,1583.25,0.8728009904091633,7.0,Employed,High School,47.0,10948.0,0.153702,0.1427363705391453,1928.3290189187385,1.49333902979235,0.0,62.00139403107082
1980-08-28,25.0,29083.0,567.0,43550.0,60.0,Divorced,1.0,Mortgage,211.0,0.1870755568933044,4.0,0.0,0.2111532092046928,0.0,Auto,0.0,23.0,2.0,1182.0,90.0,15690.0,25607.0,2423.583333333333,0.6595164581633256,6.0,Unemployed,Doctorate,3.0,7588.0,0.27505,0.33006,1490.446390942056,0.7020375027096473,0.0,75.77186354338502
2015-09-19,54.0,300000.0,791.0,12034.0,36.0,Married,4.0,Other,111.0,0.1256399955069553,2.0,1.0,0.2466729897620393,0.0,Education,0.0,21.0,9.0,1128.0,585.0,2795677.0,123939.0,25000.0,0.4795251866265652,5.0,Employed,High School,30.0,2671738.0,0.111534,0.1106317665883666,394.33785445966254,0.0202135141783865,1.0,25.20632862355652
2011-03-07,37.0,300000.0,850.0,44330.0,24.0,Married,5.0,Rent,2756.0,0.5873983956190221,1.0,2.0,0.1641396791933408,0.0,Debt Consolidation,1.0,21.0,2.0,249.0,6931.0,30901.0,1441746.0,25000.0,0.6693163839065276,12.0,Employed,Master,16.0,2317.0,0.10433,0.1055944168007224,2057.069935640698,0.1925227974256279,1.0,36.53090961257989
1988-06-29,36.0,15000.0,329.0,25815.0,84.0,Single,1.0,Mortgage,310.0,0.1717920835160539,3.0,1.0,0.2552393168052447,0.0,Debt Consolidation,0.0,24.0,8.0,2794.0,2979.0,836908.0,239167.0,1250.0,0.8399622806372583,8.0,Employed,Associate,15.0,597741.0,0.396315,0.4320750114736441,979.6953293931888,1.031756263514551,0.0,60.30272376161464
1991-05-02,35.0,743813.0,850.0,20483.0,60.0,Married,1.0,Other,487.0,0.2658274222048453,2.0,0.0,0.3388321626614631,0.0,Debt Consolidation,0.0,16.0,24.0,179.0,185.0,166946.0,6310.0,25000.0,0.7702063392777733,8.0,Employed,Bachelor,12.0,160636.0,0.110483,0.1071407758045226,442.4349074542606,0.0371773962981704,1.0,25.49285844520797
1994-10-11,18.0,15000.0,324.0,19630.0,84.0,Single,1.0,Mortgage,209.0,0.2913456542712258,2.0,0.0,0.1646482534505176,0.0,Home,0.0,23.0,9.0,821.0,949.0,332445.0,5934.0,1250.0,0.7498117916038064,2.0,Self-Employed,Associate,0.0,326511.0,0.39263,0.3330500554614101,605.5515102278948,0.6516412081823159,0.0,68.96149664179406
2015-10-17,35.0,230769.0,676.0,37847.0,84.0,Married,2.0,Mortgage,1259.0,0.0756611573514086,3.0,2.0,0.2541009411751427,0.0,Debt Consolidation,0.0,18.0,4.0,4178.0,1362.0,28905.0,9452.0,19230.75,0.9655495904690572,5.0,Employed,Bachelor,12.0,19453.0,0.234847,0.2462716629474573,948.9661145486556,0.1148143527708828,1.0,38.06448848511091
2010-01-02,18.0,300000.0,850.0,67193.0,48.0,Single,3.0,Rent,342.0,0.1490416805357837,1.0,0.0,0.5908119081486432,0.0,Debt Consolidation,0.0,27.0,21.0,440.0,5467.0,83223.0,84686.0,25000.0,0.5820019921179339,4.0,Employed,High School,0.0,7910.0,0.147193,0.127055682796966,1792.8162600699773,0.085392650402799,1.0,33.77910562896719
1998-08-22,28.0,43397.0,667.0,31349.0,84.0,Married,2.0,Own,213.0,0.103310508412671,2.0,4.0,0.1876910169233626,0.0,Education,1.0,20.0,14.0,343.0,1329.0,4988030.0,32350.0,3616.4166666666665,0.8527549440539571,6.0,Employed,High School,7.0,4955680.0,0.232849,0.2144400560592179,723.6534348587195,0.2590004198056233,1.0,29.445698247167
1982-09-30,36.0,213782.0,826.0,25522.0,36.0,Married,3.0,Other,410.0,0.355604953292876,4.0,0.0,0.1357240375302675,0.0,Education,1.0,20.0,25.0,1137.0,5123.0,15394.0,8417.0,17815.166666666668,0.7310349969505595,3.0,Self-Employed,High School,13.0,6977.0,0.107522,0.1164058122635254,843.3210467042752,0.0703513511916405,1.0,33.90200255183239
2004-01-29,36.0,15000.0,,,72.0,Married,3.0,Own,,0.0906172321615775,4.0,1.0,0.1570385592418972,,,0.0,14.0,14.0,753.0,,,5174.0,1250.0,0.8902315196839975,7.0,Employed,Associate,17.0,,,0.3105942670774901,196.0384605382637,0.588030768430611,0.0,68.04756233718007
1982-06-07,52.0,15000.0,428.0,81420.0,72.0,Married,1.0,Other,127.0,0.0995203940618457,4.0,2.0,0.1133144969582202,0.0,Debt Consolidation,0.0,18.0,3.0,9315.0,174.0,64467.0,4808.0,1250.0,0.641033370927284,3.0,Employed,Bachelor,31.0,59659.0,0.39242,0.4546644711716482,3312.569818259142,2.7516558546073133,0.0,66.11749909463148
2015-03-04,25.0,68367.0,850.0,19757.0,48.0,Married,2.0,Other,752.0,0.4635489241235244,0.0,1.0,0.2923279394381746,1.0,Home,0.0,23.0,4.0,1809.0,5158.0,112005.0,3801.0,5697.25,0.904139471830016,5.0,Unemployed,High School,3.0,108204.0,0.099757,0.1061671472353433,506.9603260773639,0.22097684428055,0.0,65.3921260431977
1991-03-14,62.0,18100.0,464.0,5986.0,12.0,Married,4.0,Mortgage,973.0,0.5050790968172403,1.0,2.0,0.2491525823492981,0.0,Debt Consolidation,0.0,27.0,26.0,2640.0,836.0,40999.0,11558.0,1508.3333333333333,0.6745270500164571,6.0,Employed,Master,38.0,29441.0,0.248986,0.253277515672922,569.8870923959568,1.0229085695442808,0.0,74.25810621866194
2008-03-27,35.0,31693.0,743.0,10559.0,48.0,Married,1.0,Other,2611.0,0.6224909295783113,8.0,1.0,0.445121620113221,0.0,Other,0.0,26.0,3.0,5677.0,3089.0,122042.0,68970.0,2641.083333333333,0.56959825833329,6.0,Self-Employed,Associate,15.0,53072.0,0.144059,0.1656767364013212,302.32378640123375,1.103079084870943,0.0,69.27094343827399
2001-04-11,33.0,36162.0,602.0,1688.0,36.0,Divorced,2.0,Mortgage,279.0,0.1826606398987083,3.0,0.0,0.234233909645701,0.0,Education,0.0,30.0,23.0,8673.0,3533.0,19675.0,2815.0,3013.5,0.7171089039014504,3.0,Employed,High School,14.0,16860.0,0.195688,0.1811702110433921,61.1243809540664,0.1128668926345002,1.0,43.11526077736387
1997-03-18,21.0,159180.0,850.0,23444.0,48.0,Married,1.0,Rent,213.0,0.314963117431316,2.0,0.0,0.0818525591487202,0.0,Auto,0.0,23.0,12.0,10479.0,229.0,32751.0,130519.0,13265.0,0.8338689592238352,2.0,Employed,Associate,0.0,2016.0,0.103444,0.0957143616016196,589.7869028695695,0.0605191785050561,1.0,28.77805619379577
2008-02-01,54.0,300000.0,850.0,15322.0,36.0,Married,1.0,Rent,320.0,0.1092202131431415,4.0,1.0,0.0569600551818473,0.0,Home,0.0,12.0,28.0,4844.0,1198.0,6042.0,25483.0,25000.0,0.8652693446128349,3.0,Employed,Bachelor,33.0,6124.0,0.085322,0.0745993184399184,476.3275687207934,0.0318531027488317,1.0,28.009464077843504
2005-01-13,31.0,76148.0,732.0,12218.0,36.0,Single,0.0,Mortgage,830.0,0.515953520659308,5.0,1.0,0.5387859649893132,0.0,Education,0.0,27.0,19.0,86672.0,487.0,128614.0,53157.0,6345.666666666667,0.8123227317469518,8.0,Employed,High School,9.0,75457.0,0.141218,0.1327398158288144,413.2869236938364,0.195926919739534,1.0,40.09843011393996
1984-10-13,36.0,99980.0,678.0,15219.0,48.0,Single,0.0,Mortgage,613.0,0.2918938812637322,2.0,0.0,0.2197099528188385,0.0,Education,0.0,19.0,14.0,1446.0,945.0,15703.0,11782.0,8331.666666666666,0.8795549729250376,6.0,Employed,Associate,8.0,3921.0,0.181219,0.17479474147295,442.92924230077233,0.1267368564473821,1.0,36.47178440711535
2008-11-27,24.0,196160.0,808.0,21509.0,24.0,Single,1.0,Other,111.0,0.2193777862193282,0.0,0.0,0.3823942853884516,0.0,Home,0.0,32.0,9.0,2109.0,1850.0,52047.0,28243.0,16346.666666666666,0.5701080820142519,6.0,Employed,High School,0.0,23804.0,0.102509,0.111356273608527,1003.8429141881296,0.0682000151420144,1.0,32.298101806921174
2001-01-14,56.0,300000.0,850.0,17754.0,60.0,Single,4.0,Rent,389.0,0.1361956721396192,2.0,1.0,0.1720879295915562,0.0,Home,0.0,28.0,26.0,12640.0,284.0,395490.0,30201.0,25000.0,0.5550862004871694,3.0,Employed,Associate,32.0,365289.0,0.107754,0.0908649947746717,369.2896149229755,0.030331584596919,1.0,24.25482789835903
1980-03-01,53.0,160133.0,670.0,14873.0,48.0,Married,4.0,Mortgage,1205.0,0.3925565649811918,2.0,0.0,0.258417322680648,0.0,Home,1.0,30.0,24.0,1981.0,1141.0,446244.0,593382.0,13344.416666666666,0.6471283915751713,7.0,Employed,High School,32.0,10873.0,0.184873,0.147991072650168,412.4137213850786,0.1212052772171941,1.0,39.4629739939022
1995-03-30,30.0,29809.0,589.0,9957.0,72.0,Married,5.0,Rent,795.0,0.134534717265968,1.0,1.0,0.2179783705340267,0.0,Auto,0.0,22.0,16.0,538.0,172.0,85703.0,83455.0,2484.083333333333,0.8537488304381611,7.0,Employed,High School,7.0,2248.0,0.240457,0.2493485373172273,267.8155783726671,0.4278502110259318,0.0,67.04619909257725
1997-06-25,44.0,300000.0,791.0,18357.0,96.0,Married,0.0,Own,726.0,0.3904886602484264,4.0,1.0,0.3346268746046999,0.0,Home,0.0,21.0,4.0,223.0,715.0,211544.0,23050.0,25000.0,0.8264681068123565,6.0,Employed,High School,24.0,188494.0,0.167857,0.1668109884804931,347.52471368615187,0.042940988547446,1.0,29.39785995121054
2010-05-13,35.0,118906.0,714.0,18891.0,48.0,Divorced,0.0,Own,273.0,0.0208357364425452,4.0,0.0,0.0965901458533516,0.0,Debt Consolidation,1.0,17.0,18.0,19417.0,453.0,434693.0,30209.0,9908.833333333334,0.8918702495107268,6.0,Employed,High School,10.0,404484.0,0.166891,0.1998666188772387,574.7257351724543,0.0855525273919688,1.0,33.084302274323235
1982-01-16,44.0,15000.0,,,60.0,Single,2.0,Rent,,0.3469650998300408,5.0,0.0,0.1934935725034004,,,0.0,33.0,30.0,7446.0,,,10518.0,1250.0,0.8464668699007449,4.0,Employed,Bachelor,20.0,,,0.3914446395884578,203.1454851671737,0.639316388133739,0.0,62.02674783480301
1993-04-17,50.0,125747.0,678.0,24214.0,36.0,Married,2.0,Rent,593.0,0.324589702833753,2.0,0.0,0.1580357408271678,0.0,Auto,0.0,21.0,19.0,323.0,2472.0,1312398.0,16617.0,10478.916666666666,0.5115305940155315,2.0,Employed,High School,25.0,1295781.0,0.180214,0.1669817292727228,859.6622344898715,0.1386271387299773,1.0,24.05253729131157
